path,class,label
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox141.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox139.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox6.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox51.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox3.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox9.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox10.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox18.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox179.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox28.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox198.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox38.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox144.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox44.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox115.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox174.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox206.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox232.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox272.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox276.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox197.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox184.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox227.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox214.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox199.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox1.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox96.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox88.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox193.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox74.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox135.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox270.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox140.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox100.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox152.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox34.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox271.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox116.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox130.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox277.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox216.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox142.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox183.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox267.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox16.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox250.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox258.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox52.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox11.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox149.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox95.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox80.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox251.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox146.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox31.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox215.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox171.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox204.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox212.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox275.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox209.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox15.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox136.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox241.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox189.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox164.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox83.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox185.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox64.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox101.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox84.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox153.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox161.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox70.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox279.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox213.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox22.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox50.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox163.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox220.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox23.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox238.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox255.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox60.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox170.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox14.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox138.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox224.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox247.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox236.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox222.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox35.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox110.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox123.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox105.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox125.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox69.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox17.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox147.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox121.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox268.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox187.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox103.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox104.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox192.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox2.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox225.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox92.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox143.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox257.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox195.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox223.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox221.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox13.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox25.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox158.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox159.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox33.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox42.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox113.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox235.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox20.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox165.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox43.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox117.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox12.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox148.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox62.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox129.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox229.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox29.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox61.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox249.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox274.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox218.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox240.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox191.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox175.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox173.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox254.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox58.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox27.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox85.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox188.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox217.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox67.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox244.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox32.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox106.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox98.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox48.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox126.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox207.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox201.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox263.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox134.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox57.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox77.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox248.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox72.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox118.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox200.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox128.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox75.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox63.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox7.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox49.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox46.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox68.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox41.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox219.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox47.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox21.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox36.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox107.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox73.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox109.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox26.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox151.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox71.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox132.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox273.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox177.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox90.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox157.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox97.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox166.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox122.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox194.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox168.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox81.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox45.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox205.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox102.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox234.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox228.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox56.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox82.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Monkeypox/monkeypox242.png,Monkeypox,0
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal272.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal79.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal81.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal287.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal281.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal290.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal91.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal21.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal46.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal33.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal96.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal52.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal119.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal1.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal23.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal9.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal240.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal284.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal116.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal95.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal269.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal138.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal249.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal28.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal7.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal207.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal40.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal27.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal56.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal205.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal133.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal89.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal189.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal254.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal241.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal72.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal213.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal106.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal54.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal99.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal151.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal18.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal29.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal217.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal183.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal154.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal168.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal258.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal85.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal193.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal255.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal120.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal131.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal113.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal15.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal65.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal191.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal63.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal155.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal231.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal115.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal260.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal126.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal161.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal165.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal212.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal179.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal199.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal147.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal289.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal198.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal109.png,Normal,3
